Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,modularity_class,eigencentrality,clustering,triangles
16282,16282,,{'scopus_id': 7201565128},"{'full_name': 'Baranov, Alexander V.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 34},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},72,443,5,0.34169,0.402347,26685.473352,0.00586,0,2,0.769714,0.143975,368
16283,16283,,{'scopus_id': 14008386700},"{'full_name': 'Fedorov, Anatoly V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 33},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},69,438,5,0.338542,0.397436,22976.193835,0.005633,0,2,0.73965,0.155584,365
16199,16199,,{'scopus_id': 7006167582},"{'full_name': 'Belov, Pavel A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 28},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},68,311,5,0.350914,0.408935,32355.665275,0.00552,0,17,0.874846,0.154083,351
16343,16343,,{'scopus_id': 36038963000},"{'full_name': 'Kivshar, Yuri S.'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 22},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},71,319,5,0.350768,0.409645,25804.802478,0.005395,0,17,1,0.176258,438
16167,16167,,{'scopus_id': 55725403900},"{'full_name': 'Smirnov, Alexander'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 21},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},24,144,6,0.284416,0.317771,6040.681516,0.002695,0,3,0.094486,0.257246,71
16181,16181,,{'scopus_id': 57203257735},"{'full_name': 'Sidorov, A. I.'}",{'department': '[514] кафедра оптоинформационных технологий и материалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 20},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[514] кафедра оптоинформационных технологий и материалов'},40,163,6,0.316361,0.357515,17372.303685,0.004418,0,1,0.208069,0.135897,106
16169,16169,,{'scopus_id': 55932123000},"{'full_name': 'Shilov, Nikolay'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 18},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},22,127,6,0.284129,0.316391,5055.486466,0.002446,0,3,0.090432,0.277056,64
16297,16297,,{'scopus_id': 7202910606},"{'full_name': 'Petrov, N. V.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 18},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},33,109,6,0.309751,0.348876,18992.908258,0.003744,0,27,0.139186,0.121212,64
16269,16269,,{'scopus_id': 8375851500},"{'full_name': 'Efimov, D.'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},31,111,6,0.296179,0.335878,14541.958085,0.003438,0,4,0.129411,0.150538,70
16208,16208,,{'scopus_id': 36349158600},"{'full_name': 'Furtat, Igor B.'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},16,41,6,0.283082,0.311183,6096.328882,0.001947,0,0,0.072021,0.191667,23
16212,16212,,{'scopus_id': 8046819200},"{'full_name': 'Bobtsov, Alexey A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},28,138,6,0.270227,0.306884,5762.909478,0.003073,0,0,0.116586,0.267196,101
16241,16241,,{'scopus_id': 7003772604},"{'full_name': 'Nikonorov, N. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},38,147,6,0.319833,0.362268,19947.131215,0.003858,0,1,0.255739,0.204836,144
16337,16337,,{'scopus_id': 23568349200},"{'full_name': 'Poddubny, Alexander'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},49,175,6,0.315416,0.365878,12753.3116,0.003796,0,17,0.656433,0.212585,250
16641,16641,,{'scopus_id': 48160963700},"{'full_name': 'Buzdalov, Maxim'}",{'department': '[119] кафедра технологии программирования'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ассистент'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[119] кафедра технологии программирования'},27,116,6,0.315534,0.351105,17351.971157,0.002982,0,2,0.216856,0.148148,52
16301,16301,,{'scopus_id': 57197802650},"{'full_name': 'Bespalov, Victor G.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},24,77,6,0.291379,0.327613,8676.177961,0.002692,0,27,0.118535,0.184783,51
16396,16396,,{'scopus_id': 6506336515},"{'full_name': 'Smolyanskaya, O. A.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},32,147,7,0.288988,0.327833,8980.113064,0.002909,0,25,0.217402,0.296371,147
16545,16545,,{'scopus_id': 16444444600},"{'full_name': 'Khodzitskiy, M. K.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},34,157,7,0.290978,0.328287,6565.861866,0.003113,0,25,0.207593,0.27451,154
16173,16173,,{'scopus_id': 16646119200},"{'full_name': 'Kashevnik, Alexey'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,101,6,0.262016,0.291144,2075.719118,0.001966,0,3,0.069997,0.375,51
16197,16197,,{'scopus_id': 54683887600},"{'full_name': 'Filonov, Dmitry S.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},36,162,5,0.307832,0.348304,1836.166453,0.002859,0,17,0.561774,0.330159,208
16205,16205,,{'scopus_id': 55382199400},"{'full_name': 'Kovalchuk, Sergey V.'}",{'department': '[427] научно-исследовательский институт наукоемких компьютерных технологий'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[427] научно-исследовательский институт наукоемких компьютерных технологий'},25,66,7,0.251114,0.286151,7576.212063,0.003145,0,4,0.081752,0.193333,58
16317,16317,,{'scopus_id': 11639741200},"{'full_name': 'Ginzburg, P.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},27,140,6,0.318868,0.356746,4756.684355,0.002249,0,17,0.429916,0.39886,140
16210,16210,,{'scopus_id': 36240341000},"{'full_name': 'Aranovskiy, Stanislav'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},23,82,6,0.273729,0.308126,7338.141777,0.002542,0,0,0.09141,0.256917,65
16213,16213,,{'scopus_id': 26656070700},"{'full_name': 'Pyrkin, Anton A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,105,6,0.251938,0.280079,811.909309,0.002279,0,0,0.076168,0.373684,71
16238,16238,,{'scopus_id': 7202768874},"{'full_name': 'Romanov, A. E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},45,137,6,0.300391,0.348225,23653.010412,0.00435,0,6,0.262945,0.192929,191
16276,16276,,{'scopus_id': 6506955578},"{'full_name': 'Rukhlenko, Ivan D.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},23,155,6,0.302759,0.337535,1685.643358,0.001891,0,2,0.316269,0.466403,118
16279,16279,,{'scopus_id': 36604774600},"{'full_name': 'Leonov, Mikhail Yu'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},23,155,6,0.302759,0.337535,1685.643358,0.001891,0,2,0.316269,0.466403,118
16294,16294,,{'scopus_id': 7006111057},"{'full_name': 'Starkov, A. S.'}",{'department': '[921] кафедра высшей математики -2'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[921] кафедра высшей математики -2'},20,60,6,0.287905,0.3186,7595.374917,0.002003,0,30,0.095746,0.305263,58
16295,16295,,{'scopus_id': 34873568800},"{'full_name': 'Starkov, I. A.'}",{'department': nan},{'country': 'Czech Republic'},"{'university': 'Brno University of Technology, Faculty of Electrical Engineering and Communication'}",{'position': nan},{'total_pub': 10},{'itmo_and_others': 'Czech Republic'},{'itmo_depart_and_others': 'Czech Republic'},17,55,6,0.281385,0.309073,4539.193312,0.001681,0,30,0.085445,0.404412,55
16320,16320,,{'scopus_id': 7004107360},"{'full_name': 'Zayats, A. V.'}",{'department': nan},{'country': 'United Kingdom'},"{'university': ""King's College London""}",{'position': nan},{'total_pub': 10},{'itmo_and_others': 'United Kingdom'},{'itmo_depart_and_others': 'United Kingdom'},25,135,6,0.312731,0.349389,2613.229789,0.002081,0,17,0.416184,0.456667,137
16350,16350,,{'scopus_id': 56131789500},"{'full_name': 'Shalyto, Anatoly'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},21,71,6,0.286053,0.316923,6006.329199,0.002314,0,35,0.093647,0.214286,45
16355,16355,,{'scopus_id': 16643987700},"{'full_name': 'Parfenov, P. S.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},21,101,6,0.294528,0.331124,2980.610057,0.00193,0,2,0.255714,0.319048,67
16452,16452,,{'scopus_id': 36616700800},"{'full_name': 'Ushakova, Elena V.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},22,128,6,0.293505,0.329862,1848.895757,0.002027,0,2,0.263122,0.354978,82
16480,16480,,{'scopus_id': 7102642341},"{'full_name': 'Orlova, A. O.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},27,135,6,0.29158,0.329586,3509.347014,0.002271,0,2,0.31513,0.361823,127
16502,16502,,{'scopus_id': 6701662968},"{'full_name': 'Perruquetti, Wilfrid'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},19,68,6,0.282987,0.313531,3919.775688,0.002169,0,4,0.081093,0.245614,42
16275,16275,,{'scopus_id': 47761055200},"{'full_name': 'Baimuratov, Anvar S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,149,6,0.319833,0.354438,10241.713563,0.001734,0,2,0.291431,0.431579,82
16435,16435,,{'scopus_id': 8385944600},"{'full_name': 'Krzhizhanovskaya, V. V.'}",{'department': '[115] кафедра высокопроизводительных вычислений'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[115] кафедра высокопроизводительных вычислений'},24,68,6,0.289087,0.322032,5802.089438,0.002459,0,18,0.119361,0.257246,71
16451,16451,,{'scopus_id': 55269778900},"{'full_name': 'Litvin, Aleksandr P.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,110,6,0.291681,0.325897,953.705339,0.001596,0,2,0.249471,0.470588,72
16481,16481,,{'scopus_id': 55247072700},"{'full_name': 'Maslov, V. G.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",26,124,6,0.289284,0.326134,2582.900153,0.002164,0,2,0.314996,0.396923,129
16201,16201,,{'scopus_id': 35572352400},"{'full_name': 'Simovski, C. R.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},33,93,6,0.316124,0.355976,4220.225585,0.002555,0,17,0.513984,0.314394,166
16206,16206,,{'scopus_id': 15925268000},"{'full_name': 'Kotenko, Igor'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,29,6,0.263898,0.286588,4486.872598,0.001687,0,3,0.028756,0.145455,8
16292,16292,,{'scopus_id': 8670923900},"{'full_name': 'Kremlev, Artem'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},10,61,6,0.257073,0.280394,1941.842083,0.001234,0,0,0.048019,0.577778,26
16400,16400,,{'scopus_id': 6603474810},"{'full_name': 'Boukhanovsky, Alexander V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},23,63,7,0.267574,0.30142,5867.77143,0.002598,0,4,0.0903,0.241107,61
16414,16414,,{'scopus_id': 6602141057},"{'full_name': 'Mynbaev, Karim'}",{'department': '[234] кафедра светодиодных технологий (базовая)'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[234] кафедра светодиодных технологий (базовая)'},40,133,6,0.308619,0.352722,16213.368284,0.003604,0,6,0.257215,0.238462,186
16691,16691,,{'scopus_id': 55858984800},"{'full_name': 'Ponomarev, Andrew'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},16,78,7,0.262585,0.291423,3110.327731,0.001826,0,3,0.06859,0.383333,46
16168,16168,,{'scopus_id': 6603894696},"{'full_name': 'Levashova, Tatiana'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,48,7,0.257465,0.281755,873.537399,0.00131,0,3,0.046978,0.418182,23
16185,16185,,{'scopus_id': 36761195300},"{'full_name': 'Mukhin, I. S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},37,118,6,0.309071,0.352998,14714.460454,0.003044,0,14,0.454081,0.268769,179
16195,16195,,{'scopus_id': 36660864200},"{'full_name': 'Krasnok, Alexander E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,76,6,0.300926,0.331598,661.749717,0.001522,0,17,0.332496,0.48366,74
16198,16198,,{'scopus_id': 15050740400},"{'full_name': 'Kapitanova, Polina V.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},28,118,6,0.289384,0.327751,473.065091,0.002229,0,17,0.467803,0.44709,169
16215,16215,,{'scopus_id': 35303066700},"{'full_name': 'Kolyubin, Sergey A.'}",{'department': nan},{'country': 'Norway'},{'university': 'Norges Teknisk-Naturvitenskapelige Universitet'},{'position': nan},{'total_pub': 7},{'itmo_and_others': 'Norway'},{'itmo_depart_and_others': 'Norway'},13,92,6,0.243656,0.267968,221.116816,0.001481,0,0,0.059173,0.615385,48
16300,16300,,{'scopus_id': 36453734600},"{'full_name': 'Grachev, Yaroslav V.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер-исследователь'},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},11,42,6,0.277504,0.303412,1328.467897,0.001228,0,27,0.067479,0.363636,20
16331,16331,,{'scopus_id': 55303332800},"{'full_name': 'Gorbunova, Elena V.'}",{'department': '[201] кафедра оптико-электронных приборов и систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[201] кафедра оптико-электронных приборов и систем'},18,60,7,0.264145,0.291313,5045.613368,0.00209,0,32,0.063811,0.287582,44
16365,16365,,{'scopus_id': 56086498600},"{'full_name': 'Nasonov, Denis A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},16,42,7,0.254748,0.28144,4111.616638,0.002006,0,4,0.052579,0.283333,34
16549,16549,,{'scopus_id': 55782919700},"{'full_name': 'Balbekin, N. S.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер-исследователь'},{'total_pub': 7},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},27,88,6,0.290179,0.324675,6421.672034,0.002666,0,25,0.168954,0.293447,103
