Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,modularity_class,clustering,triangles
11459,11459,,{'scopus_id': 7006167582},"{'full_name': 'Belov, Pavel A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 51},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},145,636,6,0.353458,0.407574,140970.436257,0.00425,0,0,0.098659,1030
11855,11855,,{'scopus_id': 7201565128},"{'full_name': 'Baranov, A.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 38},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},127,573,6,0.3302,0.383489,129082.906704,0.003909,0,13,0.099988,800
11564,11564,,{'scopus_id': 57205955669},"{'full_name': 'Makarov, S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 37},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},110,612,6,0.336058,0.384567,51401.21693,0.003017,0,0,0.161134,966
11595,11595,,{'scopus_id': 57191198114},"{'full_name': 'Zuev, Dmitry A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 32},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},98,517,6,0.341524,0.386396,49792.433552,0.002721,0,0,0.167894,798
11515,11515,,{'scopus_id': 36038963000},"{'full_name': 'Kivshar, Yuri'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 30},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},109,427,6,0.350954,0.3973,113772.471099,0.003183,0,1,0.120625,710
11507,11507,,{'scopus_id': 55436864100},"{'full_name': 'Milichko, Valentin A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 29},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},87,446,6,0.330935,0.374707,32186.923418,0.002419,0,0,0.195937,733
11492,11492,,{'scopus_id': 56393877900},"{'full_name': 'Bogdanov, Andrey A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 28},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},83,413,6,0.331162,0.374396,52687.907603,0.002325,0,0,0.17367,591
11981,11981,,{'scopus_id': 14008386700},"{'full_name': 'Fedorov, Anatoly V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 27},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},63,334,7,0.307154,0.345878,24655.318048,0.002035,0,13,0.179724,351
11581,11581,,{'scopus_id': 55960365900},"{'full_name': 'Petrov, M. I.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 24},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},71,303,6,0.326021,0.365131,38202.73939,0.002351,0,0,0.177062,440
12006,12006,,{'scopus_id': 8375851500},"{'full_name': 'Efimov, Denis'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 21},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},37,158,7,0.276276,0.303221,28881.227317,0.001689,0,13,0.153153,102
11458,11458,,{'scopus_id': 15050740400},"{'full_name': 'Kapitanova, Polina V.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 20},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},55,215,6,0.308824,0.343763,14502.30082,0.00175,0,0,0.159596,237
11491,11491,,{'scopus_id': 22835225400},"{'full_name': 'Iorsh, Ivan V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 20},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},51,243,7,0.319339,0.355005,47038.605774,0.001625,0,0,0.189804,242
12018,12018,,{'scopus_id': 7003772604},"{'full_name': 'Nikonorov, N. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 20},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},49,165,7,0.291447,0.320917,45215.641935,0.002167,0,7,0.113946,134
11484,11484,,{'scopus_id': 36761195300},"{'full_name': 'Mukhin, Ivan'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 19},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},84,346,6,0.337291,0.381936,58010.721753,0.002338,0,0,0.192771,672
11530,11530,,{'scopus_id': 8046819200},"{'full_name': 'Bobtsov, Alexey A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 19},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},39,174,7,0.277906,0.304689,46524.096761,0.001807,0,5,0.168691,125
11551,11551,,{'scopus_id': 13405992500},"{'full_name': 'Rybin, Mikhail V.'}",{'department': '[142] базовая магистерская кафедра фотоники диэлектриков и полупроводников'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 18},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[142] базовая магистерская кафедра фотоники диэлектриков и полупроводников'},45,179,6,0.319286,0.354805,17815.39007,0.001373,0,0,0.224242,222
11506,11506,,{'scopus_id': 7003951067},"{'full_name': 'Shelykh, I. A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'главный научный сотрудник'},{'total_pub': 17},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},47,152,6,0.293751,0.326699,56765.179106,0.002038,0,24,0.135985,147
11527,11527,,{'scopus_id': 26656070700},"{'full_name': 'Pyrkin, Anton A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 17},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},31,160,7,0.263036,0.287107,15643.01053,0.001449,0,5,0.225806,105
11563,11563,,{'scopus_id': 56518177400},"{'full_name': 'Zograf, G.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},60,267,6,0.313331,0.350414,13309.487903,0.001745,0,0,0.255367,452
11583,11583,,{'scopus_id': 14061225700},"{'full_name': 'Shalin, A. S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},30,148,6,0.300467,0.330072,12502.592317,0.001039,0,2,0.222989,97
11592,11592,,{'scopus_id': 36660864200},"{'full_name': 'Krasnok, Alexander E.'}",{'department': nan},{'country': 'United States'},{'university': 'The University of Texas at Austin'},{'position': nan},{'total_pub': 16},{'itmo_and_others': 'United States'},{'itmo_depart_and_others': 'United States'},50,215,6,0.322861,0.359334,24615.458305,0.001467,0,0,0.230204,282
11889,11889,,{'scopus_id': 56196347700},"{'full_name': 'Glybovski, S.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},47,173,7,0.303678,0.335301,10927.173932,0.001471,0,0,0.201665,218
12163,12163,,{'scopus_id': 55725403900},"{'full_name': 'Smirnov, Alexander'}",{'department': '[117] кафедра информационных систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[117] кафедра информационных систем'},33,123,7,0.279635,0.306392,20186.150927,0.001507,0,8,0.147727,78
11659,11659,,{'scopus_id': 57203257735},"{'full_name': 'Sidorov, A. I.'}",{'department': '[514] кафедра оптоинформационных технологий и материалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 15},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[514] кафедра оптоинформационных технологий и материалов'},43,114,6,0.312217,0.342245,56771.691288,0.001839,0,7,0.109635,99
11662,11662,,{'scopus_id': 56819964000},"{'full_name': 'Babichev, Andrey V.'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},{'university': 'Connector Optics LLC'},{'position': 'ведущий инженер'},{'total_pub': 15},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},75,340,7,0.296546,0.337372,49210.534887,0.002165,0,3,0.201441,559
11677,11677,,{'scopus_id': 7202362169},"{'full_name': 'Egorov, Anton Yu'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 15},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},71,362,7,0.294917,0.336026,28427.549705,0.001975,0,3,0.230181,572
11493,11493,,{'scopus_id': 7004356580},"{'full_name': 'Lavrinenko, Andrei V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},54,255,6,0.309715,0.347455,12756.186638,0.001548,0,0,0.247379,354
11536,11536,,{'scopus_id': 23568349200},"{'full_name': 'Poddubny, Alexander N.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},54,223,6,0.301169,0.334955,32927.905189,0.001771,0,1,0.202655,290
11663,11663,,{'scopus_id': 6603558355},"{'full_name': 'Karachinsky, Leonid Ya'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Connector Optics LLC'},{'position': nan},{'total_pub': 14},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},61,341,7,0.28686,0.325415,8997.14567,0.001669,0,3,0.282514,517
11664,11664,,{'scopus_id': 7202658480},"{'full_name': 'Novikov, Innokenty I.'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},{'university': 'Connector Optics LLC'},{'position': 'ведущий инженер'},{'total_pub': 14},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},61,341,7,0.28686,0.325415,8997.14567,0.001669,0,3,0.282514,517
11737,11737,,{'scopus_id': 7202910606},"{'full_name': 'Petrov, Nikolay V.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},37,120,7,0.281305,0.308959,34324.659498,0.001636,0,39,0.162162,108
11762,11762,,{'scopus_id': 56095920700},"{'full_name': 'Komissarenko, F. E.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},66,243,6,0.327458,0.369505,31090.33718,0.001873,0,0,0.220047,472
12209,12209,,{'scopus_id': 6506955578},"{'full_name': 'Rukhlenko, Ivan D.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},26,181,7,0.28853,0.317002,3196.898034,0.000886,0,13,0.372308,121
11475,11475,,{'scopus_id': 7003871495},"{'full_name': 'Kaliteevski, M. A.'}",{'department': '[157] научно-исследовательский центр перспективных функциональных материалов и лазерных коммуникационных систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[157] научно-исследовательский центр перспективных функциональных материалов и лазерных коммуникационных систем'},44,152,7,0.281346,0.313079,33568.422376,0.001676,0,27,0.193446,183
11516,11516,,{'scopus_id': 6602084129},"{'full_name': 'Evlyukhin, Andrey B.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},40,126,7,0.304013,0.335357,22555.029085,0.001356,0,2,0.176923,138
11612,11612,,{'scopus_id': 36349158600},"{'full_name': 'Furtat, I. B.'}",{'department': '[263] кафедра управления сложными системами (базовая)'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[263] кафедра управления сложными системами (базовая)'},23,61,7,0.286307,0.310115,24228.260184,0.001061,0,30,0.181818,46
11665,11665,,{'scopus_id': 6701588481},"{'full_name': 'Gladyshev, Andrey G.'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},{'university': 'Connector Optics LLC'},{'position': 'инженер'},{'total_pub': 13},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},53,318,7,0.283742,0.320101,6918.739998,0.001448,0,3,0.33164,457
12055,12055,,{'scopus_id': 6602535169},"{'full_name': 'Kirsanov, Dmitry'}",{'department': '[229] кафедра информационных технологий топливно-энергетического комплекса'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[229] кафедра информационных технологий топливно-энергетического комплекса'},45,141,7,0.283118,0.3109,26501.891233,0.00199,0,11,0.148485,147
12056,12056,,{'scopus_id': 7004055887},"{'full_name': 'Legin, Andrey'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},45,141,7,0.283118,0.3109,26501.891233,0.00199,0,11,0.148485,147
12067,12067,,{'scopus_id': 55382199400},"{'full_name': 'Kovalchuk, Sergey V.'}",{'department': '[115] кафедра высокопроизводительных вычислений'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[115] кафедра высокопроизводительных вычислений'},46,122,7,0.277029,0.305586,54659.86719,0.002127,0,30,0.142995,148
12142,12142,,{'scopus_id': 16646119200},"{'full_name': 'Kashevnik, Alexey'}",{'department': '[117] кафедра информационных систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[117] кафедра информационных систем'},26,76,7,0.280406,0.305919,18156.62537,0.001227,0,8,0.166154,54
11992,11992,,{'scopus_id': 8215289000},"{'full_name': 'Romanova, G.'}",{'department': '[304] кафедра прикладной и компьютерной оптики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[304] кафедра прикладной и компьютерной оптики'},26,93,7,0.258635,0.281486,16293.388455,0.001327,0,8,0.206154,67
11481,11481,,{'scopus_id': 7005095644},"{'full_name': 'Veiko, Vadim P.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},54,168,6,0.305503,0.34146,45349.965143,0.001978,0,10,0.179595,257
11483,11483,,{'scopus_id': 13406769300},"{'full_name': 'Samusev, Anton'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},36,208,6,0.302064,0.334049,1272.738366,0.000984,0,0,0.469841,296
11554,11554,,{'scopus_id': 6506597252},"{'full_name': 'Samusev, Kirill B.'}",{'department': '[142] базовая магистерская кафедра фотоники диэлектриков и полупроводников'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[142] базовая магистерская кафедра фотоники диэлектриков и полупроводников'},26,120,6,0.301922,0.331746,3780.397906,0.000823,0,0,0.36,117
11585,11585,,{'scopus_id': 56857553800},"{'full_name': 'Baryshnikova, Kseniia V.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},29,110,6,0.306861,0.335947,14687.119209,0.001009,0,2,0.261084,106
11593,11593,,{'scopus_id': 57219649364},"{'full_name': 'Baranov, Denis G.'}",{'department': nan},{'country': 'Sweden'},{'university': 'Chalmers University of Technology'},{'position': nan},{'total_pub': 11},{'itmo_and_others': 'Sweden'},{'itmo_depart_and_others': 'Sweden'},38,150,7,0.307496,0.340326,11259.546874,0.001118,0,0,0.349929,246
11600,11600,,{'scopus_id': 15925268000},"{'full_name': 'Kotenko, Igor'}",{'department': '[166] кафедра безопасности киберфизических систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[166] кафедра безопасности киберфизических систем'},25,84,7,0.290003,0.31932,30893.042774,0.001174,0,37,0.173333,52
11746,11746,,{'scopus_id': 8321276100},"{'full_name': 'Bugrov, V. E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},61,263,6,0.298424,0.33744,56847.234028,0.00193,0,3,0.193989,355
11850,11850,,{'scopus_id': 35334793300},"{'full_name': 'Loiko, P.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},59,254,7,0.291711,0.32649,9431.606369,0.001706,0,12,0.269433,461
11895,11895,,{'scopus_id': 54685165900},"{'full_name': 'Slobozhanyuk, A.'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 11},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},41,140,7,0.306278,0.337579,8181.023117,0.001279,0,0,0.229268,188
12015,12015,,{'scopus_id': 7202793493},"{'full_name': 'Ortega, Romeo'}",{'department': nan},{'country': 'France'},{'university': 'CNRS Centre National de la Recherche Scientifique'},{'position': nan},{'total_pub': 11},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},21,82,7,0.276791,0.299168,16487.069279,0.000937,0,5,0.271429,57
12295,12295,,{'scopus_id': 47761055200},"{'full_name': 'Baimuratov, Anvar S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},40,343,7,0.305406,0.340947,23807.553234,0.001237,0,0,0.264103,206
11501,11501,,{'scopus_id': 55303332800},"{'full_name': 'Gorbunova, Elena'}",{'department': '[201] кафедра оптико-электронных приборов и систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[201] кафедра оптико-электронных приборов и систем'},26,85,7,0.265202,0.290283,26542.054706,0.001202,0,10,0.206154,67
