Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,clustering,triangles,componentnumber
259,259,,{'scopus_id': 57207690596},"{'full_name': 'Chrishtop, V. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},26,67,7,0.249287,0.268073,20177.021235,0.042332,14,0.4,130,0
264,264,,{'scopus_id': 49864093800},"{'full_name': 'Poshakinskiy, Alexander'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},10,47,6,0.278903,0.301025,1924.618296,0.067042,35,0.777778,35,0
293,293,,{'scopus_id': 6603975159},"{'full_name': 'Veniaminov, Andrei'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},33,89,7,0.247062,0.269089,6665.174702,0.068866,41,0.348485,184,0
304,304,,{'scopus_id': 14061225700},"{'full_name': 'Shalin, Alexander S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},31,83,7,0.283283,0.309209,8264.896037,0.159782,24,0.391398,182,0
320,320,,{'scopus_id': 57056836100},"{'full_name': 'Song, Mingzhao'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,69,7,0.258578,0.279744,998.064227,0.06279,24,0.536765,73,0
332,332,,{'scopus_id': 6602084129},"{'full_name': 'Evlyukhin, Andrey B.'}",{'department': nan},{'country': 'Germany'},{'university': 'Gottfried Wilhelm Leibniz Universität Hannover'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Germany'},{'itmo_depart_and_others': 'Germany'},13,53,7,0.268614,0.288897,1485.389876,0.052429,4,0.538462,42,0
347,347,,{'scopus_id': 57191919125},"{'full_name': 'Koryakina, Irina G.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},19,65,7,0.27278,0.295546,1927.925412,0.108268,4,0.467836,80,0
355,355,,{'scopus_id': 6602568314},"{'full_name': 'Zalipaev, Victor'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},15,58,7,0.261089,0.282518,11364.809464,0.033172,25,0.333333,35,0
356,356,,{'scopus_id': 56543625300},"{'full_name': 'Nasedkin, Boris'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,63,7,0.261871,0.283347,7945.510605,0.041008,25,0.357895,68,0
361,361,,{'scopus_id': 35607688100},"{'full_name': 'Aleksandrov, Alexander'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Saint Petersburg State University'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},6,17,7,0.242267,0.258031,1373.508641,0.014117,10,0.533333,8,0
372,372,,{'scopus_id': 6602886357},"{'full_name': 'Mateos, Xavier'}",{'department': nan},{'country': 'Spain'},{'university': 'Universitat Rovira i Virgili'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Spain'},{'itmo_depart_and_others': 'Spain'},35,95,7,0.263252,0.286438,6123.089167,0.086735,41,0.352941,210,0
376,376,,{'scopus_id': 56604153600},"{'full_name': 'Bochek, Daria'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},12,43,7,0.262338,0.281445,842.671233,0.044622,10,0.606061,40,0
410,410,,{'scopus_id': 57200195413},"{'full_name': 'Zaitsev, Konstantin'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},69,199,7,0.242983,0.268761,52788.010436,0.201518,33,0.294544,691,0
424,424,,{'scopus_id': 56494730000},"{'full_name': 'Lobanov, I. S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,31,8,0.225448,0.241091,3781.923228,0.011835,1,0.454545,25,0
425,425,,{'scopus_id': 7004037973},"{'full_name': 'Uzdin, V. M.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},9,21,7,0.226397,0.241017,3210.74889,0.009954,1,0.277778,10,0
428,428,,{'scopus_id': 57205494748},"{'full_name': 'Rupasov, Alexey E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,73,7,0.236009,0.252806,471.944384,0.033897,13,0.558824,76,0
432,432,,{'scopus_id': 7005707664},"{'full_name': 'Ionin, Andrey A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},27,89,7,0.263252,0.286362,4726.383533,0.084024,13,0.472934,166,0
436,436,,{'scopus_id': 57205031259},"{'full_name': 'Li, Mengyao'}",{'department': nan},{'country': 'United States'},{'university': 'City College of New York'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'United States'},{'itmo_depart_and_others': 'United States'},31,116,7,0.292285,0.320024,22429.980034,0.178941,19,0.4,186,0
439,439,,{'scopus_id': 57194683710},"{'full_name': 'Kiriushechkina, Svetlana'}",{'department': nan},{'country': 'United States'},{'university': 'City College of New York'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'United States'},{'itmo_depart_and_others': 'United States'},28,111,7,0.289801,0.317079,6209.557871,0.175861,19,0.484127,183,0
442,442,,{'scopus_id': 36044694400},"{'full_name': 'Skolnick, Maurice'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},40,119,7,0.270537,0.298211,10634.623795,0.154484,19,0.352564,275,0
444,444,,{'scopus_id': 57220514561},"{'full_name': 'Alù, Andrea'}",{'department': nan},{'country': 'United States'},{'university': 'City College of New York'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'United States'},{'itmo_depart_and_others': 'United States'},19,96,7,0.277079,0.299302,3812.990568,0.105832,19,0.54386,93,0
463,463,,{'scopus_id': 55401299600},"{'full_name': 'Miroshnichenko, G. P.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,34,8,0.221905,0.235471,1035.55144,0.008112,24,0.619048,13,0
468,468,,{'scopus_id': 57194679285},"{'full_name': 'Makarova, Elena'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},16,103,7,0.245586,0.262308,568.593736,0.038068,9,0.85,102,0
477,477,,{'scopus_id': 57208582302},"{'full_name': 'Andreychenko, Anna E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,41,7,0.240599,0.255905,1403.373028,0.016251,23,0.454545,25,0
494,494,,{'scopus_id': 15849563500},"{'full_name': 'Sokolov, Alexey Y.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Pavlov University'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},10,57,7,0.228245,0.242075,6447.406063,0.012332,8,0.777778,35,0
496,496,,{'scopus_id': 57195558135},"{'full_name': 'Osipchuk, Anastasija V.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Pavlov University'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},10,57,7,0.228245,0.242075,6447.406063,0.012332,8,0.777778,35,0
497,497,,{'scopus_id': 57193801729},"{'full_name': 'Zaytsev, Valery V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},10,57,7,0.228245,0.242075,6447.406063,0.012332,8,0.777778,35,0
499,499,,{'scopus_id': 7007138092},"{'full_name': 'Kamshilin, Alexei A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},10,57,7,0.228245,0.242075,6447.406063,0.012332,8,0.777778,35,0
550,550,,{'scopus_id': 56128063300},"{'full_name': 'Korobeynikov, A. G.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},12,31,8,0.213256,0.226688,11139.08196,0.011572,0,0.30303,20,0
555,555,,{'scopus_id': 57194035005},"{'full_name': 'Muravyov, Sergey'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,15,7,0.222417,0.234468,16865.416965,0.005983,4,0.142857,3,0
571,571,,{'scopus_id': 57221044147},"{'full_name': 'Seregin, P. S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},13,59,7,0.267867,0.289998,715.792642,0.059437,35,0.666667,52,0
577,577,,{'scopus_id': 55239980100},"{'full_name': 'Toropov, N. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,60,7,0.263898,0.283713,3899.69728,0.043974,3,0.404412,55,0
578,578,,{'scopus_id': 7003857304},"{'full_name': 'Vartanyan, T. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},13,51,7,0.260699,0.279568,1719.53179,0.038016,3,0.538462,42,0
580,580,,{'scopus_id': 24334235600},"{'full_name': 'Bruyere, Stéphanie'}",{'department': nan},{'country': 'France'},{'university': 'Université de Lorraine'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},26,57,7,0.272143,0.295232,24361.543126,0.071904,22,0.304615,99,0
583,583,,{'scopus_id': 57194346455},"{'full_name': 'Sinelnik, A. D.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,63,7,0.287684,0.3131,1846.662187,0.120563,20,0.496732,76,0
591,591,,{'scopus_id': 57191201871},"{'full_name': 'Lepeshov, S. I.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,50,7,0.290735,0.314277,3678.855617,0.113939,4,0.308824,42,0
602,602,,{'scopus_id': 57191374932},"{'full_name': 'Kolodny, Stanislav'}",{'department': '[768] физический факультет'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[768] физический факультет'},31,152,7,0.28487,0.31313,12514.673151,0.171221,19,0.305376,142,0
619,619,,{'scopus_id': 55062303000},"{'full_name': 'Ulyantsev, V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},15,56,7,0.256537,0.275435,21647.375182,0.035626,4,0.371429,39,0
620,620,,{'scopus_id': 23986551800},"{'full_name': 'Zelenkov, Lev'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},35,135,7,0.299486,0.329993,17999.37755,0.229629,4,0.278992,166,0
635,635,,{'scopus_id': 57223195107},"{'full_name': 'Ponkratova, E. Yu'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},35,105,7,0.300451,0.329748,14873.231909,0.189034,20,0.304202,181,0
636,636,,{'scopus_id': 57206701046},"{'full_name': 'Sun, Y.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},34,105,7,0.253146,0.275038,1665.181624,0.082338,20,0.365419,205,0
669,669,,{'scopus_id': 57204575170},"{'full_name': 'Pidgayko, Dmitry'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},37,108,7,0.295311,0.324321,9723.035599,0.235358,1,0.312312,208,0
674,674,,{'scopus_id': 15051101800},"{'full_name': 'Odit, M. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},23,122,6,0.2873,0.312643,4015.704506,0.149424,5,0.474308,120,0
696,696,,{'scopus_id': 55521791600},"{'full_name': 'Margun, Alexey'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},15,47,8,0.219898,0.234027,16663.027284,0.011839,0,0.2,21,0
700,700,,{'scopus_id': 57190756699},"{'full_name': 'Andreev, Yuri'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},16,43,7,0.231879,0.246355,17737.093711,0.013096,0,0.25,30,0
715,715,,{'scopus_id': 57190218438},"{'full_name': 'Roccos, Davide'}",{'department': nan},{'country': 'Italy'},{'university': 'Università degli Studi di Brescia'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Italy'},{'itmo_depart_and_others': 'Italy'},22,145,7,0.294595,0.3207,2173.752914,0.161641,35,0.541126,125,0
716,716,,{'scopus_id': 57159233800},"{'full_name': 'Gandolfi, Marco'}",{'department': nan},{'country': 'Italy'},{'university': 'Università degli Studi di Brescia'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Italy'},{'itmo_depart_and_others': 'Italy'},16,109,7,0.272914,0.295975,39.807541,0.109629,35,0.891667,107,0
717,717,,{'scopus_id': 57205628653},"{'full_name': 'Tognazzi, Andrea'}",{'department': nan},{'country': 'Italy'},{'university': 'Università degli Studi di Brescia'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Italy'},{'itmo_depart_and_others': 'Italy'},16,109,7,0.272914,0.295975,39.807541,0.109629,35,0.891667,107,0
718,718,,{'scopus_id': 57208702785},"{'full_name': 'Gigli, Carlo'}",{'department': nan},{'country': 'France'},{'university': 'Université de Paris'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},16,154,7,0.272914,0.295975,39.807541,0.109629,35,0.891667,107,0
719,719,,{'scopus_id': 7102353913},"{'full_name': 'Leo, Giuseppe'}",{'department': nan},{'country': 'France'},{'university': 'Université de Paris'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},16,109,7,0.272914,0.295975,39.807541,0.109629,35,0.891667,107,0
735,735,,{'scopus_id': 7006255547},"{'full_name': 'Sukhorukov, Gleb B.'}",{'department': nan},{'country': 'United Kingdom'},{'university': 'Queen Mary University of London'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'United Kingdom'},{'itmo_depart_and_others': 'United Kingdom'},28,103,7,0.252666,0.273632,23620.429759,0.061884,14,0.431217,163,0
770,770,,{'scopus_id': 9738557300},"{'full_name': 'Sierla, Seppo'}",{'department': nan},{'country': 'Finland'},{'university': 'Aalto University'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Finland'},{'itmo_depart_and_others': 'Finland'},12,37,8,0.214763,0.227904,2646.012365,0.009862,16,0.5,33,0
775,775,,{'scopus_id': 6701822067},"{'full_name': 'Shtil, A. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},24,63,7,0.244427,0.263736,5532.60948,0.047833,14,0.507246,140,0
777,777,,{'scopus_id': 7004901392},"{'full_name': 'Konotop, Vladimir V.'}",{'department': nan},{'country': 'Portugal'},"{'university': 'Faculdade de Ciências, Universidade de Lisboa'}",{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Portugal'},{'itmo_depart_and_others': 'Portugal'},7,21,8,0.221729,0.234159,5808.800263,0.006953,29,0.52381,11,0
812,812,,{'scopus_id': 7003871495},"{'full_name': 'Kaliteevski, Mikhail A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,67,8,0.243915,0.262962,5045.427579,0.061865,3,0.5,95,0
862,862,,{'scopus_id': 6507705077},"{'full_name': 'Ushirobira, Rosane'}",{'department': nan},{'country': 'France'},{'university': 'Université de Lille'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},12,39,7,0.228787,0.243796,1244.310324,0.013607,10,0.363636,24,0
867,867,,{'scopus_id': 36240341000},"{'full_name': 'Aranovskiy, Stanislav'}",{'department': '[773] мегафакультет компьютерных технологий и управления'},{'country': 'France'},{'university': 'Institut d’Électronique et des Technologies du numéRique'},{'position': 'ведущий научный сотрудник'},{'total_pub': 4},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},15,47,7,0.250605,0.269679,2427.732933,0.030272,10,0.428571,45,0
892,892,,{'scopus_id': 57207989942},"{'full_name': 'Trofimov, Egor'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'All-Russian State University of Justice'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},9,32,8,0.238404,0.253495,3395.820613,0.012743,6,0.416667,15,0
901,901,,{'scopus_id': 56539993600},"{'full_name': 'Kiprushkina, E. I.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},14,49,7,0.230199,0.243182,19364.216313,0.013283,11,0.406593,37,0
905,905,,{'scopus_id': 8980576700},"{'full_name': 'Kustikova, M. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},10,43,8,0.200315,0.212135,12358.44261,0.007349,13,0.444444,20,0
936,936,,{'scopus_id': 57192385166},"{'full_name': 'Khanzhina, Natalia'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,49,8,0.229387,0.244165,7471.003973,0.018557,24,0.339869,52,0
947,947,,{'scopus_id': 57216155194},"{'full_name': 'Tkhorzhevskiy, Ivan'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 4},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},24,170,7,0.263054,0.283688,15186.19311,0.053273,9,0.463768,128,0
990,990,,{'scopus_id': 7003360919},"{'full_name': 'Kolobov, Yu R.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Institute of Problems of Chemical Physics of Russian Academy of Sciences'},{'position': nan},{'total_pub': 4},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},28,86,7,0.25262,0.273471,9504.534827,0.059753,4,0.34127,129,0
