Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,modularity_class,clustering,triangles,eigencentrality
14972,14972,,{'scopus_id': 7006167582},"{'full_name': 'Belov, Pavel'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 48},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},121,543,6,0.358942,0.427542,65547.061793,0.006955,0,0,0.099449,722,1
15168,15168,,{'scopus_id': 7201565128},"{'full_name': 'Baranov, A. V.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 26},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},76,331,6,0.338119,0.389919,49114.216038,0.004651,0,8,0.130526,372,0.39882
14980,14980,,{'scopus_id': 36038963000},"{'full_name': 'Kivshar, Yu S.'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 25},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},78,363,6,0.338516,0.392215,19980.731575,0.004257,0,0,0.164835,495,0.779819
15167,15167,,{'scopus_id': 14008386700},"{'full_name': 'Fedorov, A. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 24},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},63,305,6,0.328027,0.375765,26562.597043,0.003854,0,8,0.164363,321,0.35469
15171,15171,,{'scopus_id': 7003772604},"{'full_name': 'Nikonorov, N. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 24},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},54,215,6,0.321897,0.367345,36709.308538,0.003801,0,4,0.143256,205,0.221601
14989,14989,,{'scopus_id': 8375851500},"{'full_name': 'Efimov, Denis'}",{'department': '[101] кафедра систем управления и информатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 23},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[101] кафедра систем управления и информатики'},42,154,7,0.29068,0.331041,24869.126913,0.003505,0,3,0.11266,97,0.105619
15038,15038,,{'scopus_id': 35572352400},"{'full_name': 'Simovski, Constantin'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Finland'},{'university': 'Aalto University'},{'position': 'ведущий научный сотрудник'},{'total_pub': 21},{'itmo_and_others': 'Finland'},{'itmo_depart_and_others': 'Finland'},59,214,6,0.345612,0.391031,32109.891606,0.003555,0,0,0.156634,268,0.542997
15121,15121,,{'scopus_id': 55725403900},"{'full_name': 'Smirnov, A. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 20},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},33,127,6,0.286495,0.31892,23295.942097,0.003075,0,1,0.130682,69,0.073958
15096,15096,,{'scopus_id': 57203257735},"{'full_name': 'Sidorov, A. I.'}",{'department': '[514] кафедра оптоинформационных технологий и материалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 18},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[514] кафедра оптоинформационных технологий и материалов'},41,149,6,0.309632,0.346649,18458.884188,0.003165,0,4,0.14878,122,0.167515
15170,15170,,{'scopus_id': 7004361788},"{'full_name': 'Kolobkova, E. V.'}",{'department': '[514] кафедра оптоинформационных технологий и материалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 17},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[514] кафедра оптоинформационных технологий и материалов'},38,160,7,0.306426,0.341729,14674.573262,0.002778,0,4,0.200569,141,0.147912
14978,14978,,{'scopus_id': 23568349200},"{'full_name': 'Poddubny, A. N.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 16},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},62,204,6,0.327655,0.376733,23095.410849,0.003526,0,0,0.175568,332,0.571891
14974,14974,,{'scopus_id': 22835225400},"{'full_name': 'Iorsh, Ivan'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 14},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},40,153,6,0.310633,0.354029,6924.422073,0.002283,0,0,0.251282,196,0.429209
14977,14977,,{'scopus_id': 54685165900},"{'full_name': 'Slobozhanyuk, A. P.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},49,176,6,0.319579,0.365295,6596.077277,0.002732,0,0,0.244048,287,0.536443
14991,14991,,{'scopus_id': 14061225700},"{'full_name': 'Shalin, Alexander S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},36,136,6,0.323793,0.361193,6145.535373,0.002067,0,0,0.309524,195,0.443324
14992,14992,,{'scopus_id': 11639741200},"{'full_name': 'Ginzburg, Pavel'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Israel'},{'university': 'Tel Aviv University'},{'position': 'научный сотрудник'},{'total_pub': 13},{'itmo_and_others': 'Israel'},{'itmo_depart_and_others': 'Israel'},45,173,6,0.325805,0.369136,13000.268159,0.002512,0,0,0.254545,252,0.516485
15028,15028,,{'scopus_id': 13406769300},"{'full_name': 'Samusev, Anton K.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},46,225,6,0.328869,0.372689,12648.145646,0.002527,0,0,0.266667,276,0.518921
15042,15042,,{'scopus_id': 7003951067},"{'full_name': 'Shelykh, Ivan A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор (исследователь)'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},43,140,6,0.285079,0.324451,18303.31316,0.002845,0,24,0.196013,177,0.151404
15056,15056,,{'scopus_id': 36761195300},"{'full_name': 'Mukhin, Ivan S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},53,175,6,0.351401,0.395162,42822.068921,0.003195,0,0,0.182874,252,0.486852
15100,15100,,{'scopus_id': 7202910606},"{'full_name': 'Petrov, N. V.'}",{'department': '[519] кафедра фотоники и оптоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 13},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[519] кафедра фотоники и оптоинформатики'},23,84,7,0.284166,0.312844,15660.484629,0.002063,0,9,0.158103,40,0.047392
15109,15109,,{'scopus_id': 6701662968},"{'full_name': 'Perruquetti, Wilfrid'}",{'department': nan},{'country': 'France'},{'university': 'INRIA Institut National de Recherche en Informatique et en Automatique'},{'position': nan},{'total_pub': 13},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},23,105,7,0.269249,0.301153,3453.336305,0.001794,0,3,0.249012,63,0.073069
15022,15022,,{'scopus_id': 56393877900},"{'full_name': 'Bogdanov, A. A.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},38,112,6,0.32118,0.362753,9608.80416,0.002137,0,0,0.257468,181,0.406876
15164,15164,,{'scopus_id': 7202768874},"{'full_name': 'Romanov, A. E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},55,179,6,0.311051,0.356427,31953.677798,0.003215,0,19,0.189226,281,0.255074
15524,15524,,{'scopus_id': 8385944600},"{'full_name': 'Krzhizhanovskaya, Valeria V.'}",{'department': '[115] кафедра высокопроизводительных вычислений'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[115] кафедра высокопроизводительных вычислений'},41,124,6,0.302967,0.340396,34191.392017,0.003259,0,7,0.128049,105,0.115119
15931,15931,,{'scopus_id': 6507383012},"{'full_name': 'Konyakhin, Igor A.'}",{'department': '[201] кафедра оптико-электронных приборов и систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 12},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[201] кафедра оптико-электронных приборов и систем'},23,67,7,0.245689,0.271666,18072.647723,0.002794,0,9,0.126482,32,0.030055
15032,15032,,{'scopus_id': 8333554500},"{'full_name': 'Miroshnichenko, Andrey E.'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 11},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},36,154,6,0.324157,0.361886,4313.859771,0.002082,0,0,0.31746,200,0.448932
15122,15122,,{'scopus_id': 16646119200},"{'full_name': 'Kashevnik, A. M.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'St. Petersburg Federal Research Center of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 11},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},26,90,6,0.272556,0.299495,7299.313364,0.0024,0,1,0.178462,58,0.060018
15152,15152,,{'scopus_id': 26656070700},"{'full_name': 'Pyrkin, A. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},26,136,6,0.281052,0.312868,11954.711369,0.001971,0,3,0.249231,81,0.094841
15153,15153,,{'scopus_id': 8046819200},"{'full_name': 'Bobtsov, A. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},22,120,6,0.259442,0.286121,3488.402297,0.001761,0,3,0.324675,75,0.053308
15294,15294,,{'scopus_id': 55247072700},"{'full_name': 'Maslov, V. G.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",35,144,6,0.305857,0.340352,7525.75626,0.002132,0,8,0.294118,175,0.213332
15525,15525,,{'scopus_id': 6603474810},"{'full_name': 'Boukhanovsky, Alexander V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 11},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},29,98,7,0.273719,0.303741,6184.554954,0.002186,0,7,0.246305,100,0.08103
15019,15019,,{'scopus_id': 34873568800},"{'full_name': 'Starkov, Ivan A.'}",{'department': nan},{'country': 'Czech Republic'},"{'university': 'Brno University of Technology, Faculty of Electrical Engineering and Communication'}",{'position': nan},{'total_pub': 10},{'itmo_and_others': 'Czech Republic'},{'itmo_depart_and_others': 'Czech Republic'},13,46,7,0.292078,0.320661,2802.934961,0.001009,0,0,0.269231,21,0.090625
15021,15021,,{'scopus_id': 7006111057},"{'full_name': 'Starkov, Alexander S.'}",{'department': '[200] кафедра высшей математики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[200] кафедра высшей математики'},9,39,7,0.273654,0.29438,1385.979383,0.000763,0,0,0.277778,10,0.037684
15293,15293,,{'scopus_id': 7102642341},"{'full_name': 'Orlova, A. O.'}",{'department': '[518] кафедра оптической физики и современного естествознания'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[518] кафедра оптической физики и современного естествознания'},33,145,6,0.29112,0.325737,3293.077218,0.002005,0,8,0.333333,176,0.202941
15375,15375,,{'scopus_id': 55932123000},"{'full_name': 'Shilov, Nikolay'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},19,68,6,0.296201,0.324321,13086.012944,0.001685,0,1,0.210526,36,0.071856
15500,15500,,{'scopus_id': 48160963700},"{'full_name': 'Buzdalov, Maxim'}",{'department': '[212] кафедра компьютерных технологий'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[212] кафедра компьютерных технологий'},19,61,6,0.284447,0.310196,15170.904939,0.001618,0,3,0.122807,21,0.049355
15798,15798,,{'scopus_id': 8215289000},"{'full_name': 'Romanova, G.'}",{'department': '[304] кафедра прикладной и компьютерной оптики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 10},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[304] кафедра прикладной и компьютерной оптики'},20,81,7,0.249729,0.273401,7858.661559,0.00197,0,2,0.3,57,0.034002
15015,15015,,{'scopus_id': 36660864200},"{'full_name': 'Krasnok, A. E.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},26,106,6,0.309882,0.347025,2161.701803,0.001533,0,0,0.384615,125,0.326809
15133,15133,,{'scopus_id': 55360943700},"{'full_name': 'Musalimov, Victor'}",{'department': '[105] кафедра мехатроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[105] кафедра мехатроники'},19,60,7,0.242488,0.264853,10857.448664,0.002565,0,16,0.134503,23,0.02336
15146,15146,,{'scopus_id': 7006301031},"{'full_name': 'Gutkin, M. Yu'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[280] кафедра световых технологий и оптоэлектроники'},23,74,6,0.295367,0.325693,14343.000211,0.001758,0,12,0.213439,54,0.088541
15162,15162,,{'scopus_id': 6602141057},"{'full_name': 'Mynbaev, K. D.'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[280] кафедра световых технологий и оптоэлектроники'},33,114,6,0.300208,0.334778,19603.623045,0.002354,0,12,0.238636,126,0.121757
15184,15184,,{'scopus_id': 56819964000},"{'full_name': 'Babichev, Andrey'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий инженер'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[280] кафедра световых технологий и оптоэлектроники'},43,164,7,0.285998,0.325957,11789.920269,0.002326,0,6,0.276855,250,0.206001
15290,15290,,{'scopus_id': 7004254881},"{'full_name': 'Aseev, V. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},25,90,6,0.296049,0.329102,7784.689286,0.001853,0,4,0.25,75,0.110899
15362,15362,,{'scopus_id': 6602535169},"{'full_name': 'Kirsanov, Dmitry'}",{'department': '[229] кафедра информационных технологий топливно-энергетического комплекса'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий инженер'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[229] кафедра информационных технологий топливно-энергетического комплекса'},49,137,6,0.283329,0.322227,12109.7862,0.003231,0,20,0.187075,220,0.166496
15367,15367,,{'scopus_id': 7004055887},"{'full_name': 'Legin, Andrey'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},49,137,6,0.283329,0.322227,12109.7862,0.003231,0,20,0.187075,220,0.166496
15922,15922,,{'scopus_id': 55303332800},"{'full_name': 'Gorbunova, Elena V.'}",{'department': '[201] кафедра оптико-электронных приборов и систем'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 9},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[201] кафедра оптико-электронных приборов и систем'},18,80,7,0.261382,0.286387,8909.376294,0.001668,0,9,0.294118,45,0.037928
14967,14967,,{'scopus_id': 56196347700},"{'full_name': 'Glybovski, S. B.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},27,87,6,0.289441,0.324726,2265.203718,0.001644,0,0,0.279202,98,0.25468
14990,14990,,{'scopus_id': 54683887600},"{'full_name': 'Filonov, Dmitry S.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},29,85,6,0.312737,0.347819,2174.863082,0.001676,0,0,0.285714,116,0.328098
15119,15119,,{'scopus_id': 7003871495},"{'full_name': 'Kaliteevski, M. A.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",36,107,7,0.286993,0.325012,10203.004878,0.002183,0,18,0.284127,179,0.154935
15217,15217,,{'scopus_id': 36349158600},"{'full_name': 'Furtat, Igor B.'}",{'department': '[263] кафедра управления сложными системами (базовая)'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[263] кафедра управления сложными системами (базовая)'},19,72,7,0.273071,0.302321,7437.589075,0.001663,0,3,0.175439,30,0.054096
15340,15340,,{'scopus_id': 7202658480},"{'full_name': 'Novikov, I. I.'}",{'department': '[280] кафедра световых технологий и оптоэлектроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий инженер'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[280] кафедра световых технологий и оптоэлектроники'},41,183,7,0.291635,0.331532,7402.580076,0.002125,0,18,0.309756,254,0.246949
15450,15450,,{'scopus_id': 7003470475},"{'full_name': ""Gun'Ko, Yurii K.""}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},33,126,7,0.298654,0.335273,4976.350466,0.0021,0,8,0.30303,160,0.212036
15651,15651,,{'scopus_id': 56086498600},"{'full_name': 'Nasonov, Denis'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},23,65,6,0.276606,0.304434,7094.329014,0.001737,0,7,0.280632,71,0.06268
15880,15880,,{'scopus_id': 55246080000},"{'full_name': 'Ezhova, Kseniia'}",{'department': '[304] кафедра прикладной и компьютерной оптики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 8},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[304] кафедра прикладной и компьютерной оптики'},17,92,7,0.240517,0.263638,6839.583262,0.001685,0,2,0.345588,47,0.031185
