Source,Target,Type,Id,Label,timeset,Weight
11457,11458,Undirected,0,,,10
11457,11459,Undirected,1,,,10
11457,11892,Undirected,2,,,2
11457,12283,Undirected,3,,,3
11457,12617,Undirected,4,,,3
11457,12673,Undirected,5,,,3
11457,12685,Undirected,6,,,4
11457,11911,Undirected,7,,,1
11457,12709,Undirected,8,,,5
11457,11492,Undirected,9,,,1
11457,12265,Undirected,10,,,1
11457,11895,Undirected,11,,,1
11457,12713,Undirected,12,,,3
11458,11459,Undirected,13,,,19
11458,11511,Undirected,14,,,7
11458,11512,Undirected,15,,,2
11458,11513,Undirected,16,,,3
11458,11514,Undirected,17,,,6
11458,11515,Undirected,18,,,5
11458,11518,Undirected,19,,,3
11458,11493,Undirected,20,,,2
11458,11519,Undirected,21,,,2
11458,11520,Undirected,22,,,2
11458,11521,Undirected,23,,,3
11458,11522,Undirected,24,,,2
11458,11710,Undirected,25,,,3
11458,11711,Undirected,26,,,3
11458,11712,Undirected,27,,,4
11458,11892,Undirected,28,,,2
11458,11898,Undirected,29,,,4
11458,12109,Undirected,30,,,4
11458,12110,Undirected,31,,,4
11458,12111,Undirected,32,,,5
11458,12112,Undirected,33,,,4
11458,12113,Undirected,34,,,4
11458,12114,Undirected,35,,,4
11458,12115,Undirected,36,,,4
11458,12116,Undirected,37,,,6
11458,12117,Undirected,38,,,4
11458,12118,Undirected,39,,,4
11458,12259,Undirected,40,,,3
11458,12260,Undirected,41,,,2
11458,12261,Undirected,42,,,2
11458,12283,Undirected,43,,,3
11458,12287,Undirected,44,,,3
11458,12288,Undirected,45,,,4
11458,12263,Undirected,46,,,1
11458,11908,Undirected,47,,,2
11458,12289,Undirected,48,,,2
11458,12290,Undirected,49,,,1
11458,12461,Undirected,50,,,12
11458,12600,Undirected,51,,,2
11458,12617,Undirected,52,,,3
11458,12673,Undirected,53,,,3
11458,12685,Undirected,54,,,4
11458,11911,Undirected,55,,,1
11458,12713,Undirected,56,,,9
11458,12768,Undirected,57,,,4
11458,11960,Undirected,58,,,1
11458,12769,Undirected,59,,,4
11458,12770,Undirected,60,,,1
11458,12771,Undirected,61,,,7
11458,11551,Undirected,62,,,1
11458,11554,Undirected,63,,,1
11458,11598,Undirected,64,,,1
11458,11555,Undirected,65,,,1
11458,13341,Undirected,66,,,12
11459,11511,Undirected,67,,,5
11459,11512,Undirected,68,,,2
11459,11513,Undirected,69,,,4
